strategy,num_mines,time_to_kill,surviving_mines,enemy_destroyed
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,201,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
Прямая,2,122,0,False
Прямая,2,148,0,False
